date,return
2026-01-28,0.010099242709191589
2026-01-27,0.020126236686056266
2026-01-26,-0.02985156227050503
2026-01-25,-0.002704900616668056
2026-01-24,-0.0003466361499246412
2026-01-23,0.0009961386883949267
2026-01-22,0.011724339269831557
2026-01-21,-0.04695496458371417
2026-01-20,-0.012820044984785133
2026-01-19,-0.014263521619908076
2026-01-18,-0.004370538783864382
2026-01-17,-0.0007195179073438916
2026-01-16,-0.01477708529214899
2026-01-15,0.018176551190459123
2026-01-14,0.044273052921689586
2026-01-13,0.003469040808338594
2026-01-12,0.004163572462505817
2026-01-11,-0.0006949720869400887
2026-01-10,-0.005274400541022844
2026-01-09,-0.0030030603239874164
2026-01-08,-0.026063080897639774
2026-01-07,-0.002771223104606269
2026-01-06,0.02756331653713511
2026-01-05,0.008566013768405654
2026-01-04,0.007396163650708332
2026-01-03,0.013418423676318967
2026-01-02,0.013702390629032616
2026-01-01,-0.010168036495668076
2025-12-31,0.014331365228489653
2025-12-30,-0.007616308901423318
2025-12-29,0.00018112040142177576
2025-12-28,0.005722569239480676
2025-12-27,0.0008728975000170055
2025-12-26,-0.004721488498961781
2025-12-25,0.002698359842921866
2025-12-24,-0.012333287748345544
2025-12-23,-0.0009747658421129181
2025-12-22,0.002594058896528963
2025-12-21,0.0027665628665445234
2025-12-20,0.030581068908930913
2025-12-19,-0.007166925277985994
2025-12-18,-0.02020856619095159
2025-12-17,0.01616201438645497
2025-12-16,-0.020807052185332096
2025-12-15,-0.022710098028467827
2025-12-14,-0.0005519462135314809
2025-12-13,-0.02392783125607619
2025-12-12,0.005301276209260862
2025-12-11,-0.007774444849068409
2025-12-10,0.022965399493213415
2025-12-09,0.005035345983354336
2025-12-08,0.010235382670875148
2025-12-07,-0.0006981665547982597
2025-12-06,-0.03123590484513074
2025-12-05,-0.015921225435594204
2025-12-04,0.02459740653007526
2025-12-03,0.057025470110102595
2025-12-02,-0.046698632659649346
2025-12-01,-0.004801924034563501
2025-11-30,-0.001198341977007514
2025-11-29,-0.003607364139842771
2025-11-28,0.00885639059878798
2025-11-27,0.035596221410582427
2025-11-26,-0.010470956280959969
2025-11-25,0.016519240471695434
2025-11-24,0.024510081105708792
2025-11-23,-0.00435006885058571
2025-11-22,-0.018616194381400844
2025-11-21,-0.052966929827507184
2025-11-20,-0.01581591016872362
2025-11-19,0.008471852042050322
2025-11-18,-0.02547339388073802
2025-11-17,-0.01155217994872486
2025-11-16,0.011074976002743254
2025-11-15,-0.05433279514691255
2025-11-14,-0.017801572757459305
2025-11-13,-0.014075443327216037
2025-11-12,-0.028232824770159967
2025-11-11,0.011389366466321865
2025-11-10,0.023378297792901
2025-11-09,-0.010753833874973867
2025-11-08,0.02025720734362501
2025-11-07,-0.024906861519002177
2025-11-06,0.021826085127884066
2025-11-05,-0.04695230294032858
2025-11-04,-0.03803099479249195
2025-11-03,0.0057650951875724684
2025-11-02,0.004009604521371749
2025-11-01,0.012241204057502147
2025-10-31,-0.016546487683334967
2025-10-30,-0.026043787716947448
2025-10-29,-0.010852294601360404
2025-10-28,-0.0025646771446725266
2025-10-27,0.025262284244795305
2025-10-26,0.005592596342511165
2025-10-25,0.008589076922262627
2025-10-24,0.02232945909562495
2025-10-23,-0.008030193731144265
2025-10-22,-0.01937550763319829
2025-10-21,0.018131585512150224
2025-10-20,0.013580252383546548
2025-10-19,0.006670368455095513
2025-10-18,-0.015226045388614511
2025-10-17,-0.02406072783509437
2025-10-16,-0.021870277048500846
2025-10-15,-0.018090728614178483
2025-10-14,0.00028393988436427125
2025-10-13,0.03837316718680881
2025-10-12,-0.02096549085276774
2025-10-11,-0.07237127566216818
2025-10-10,-0.013503331820415855
2025-10-09,0.014977529115787452
2025-10-08,-0.026431538901569237
2025-10-07,0.01020892220266919
2025-10-06,0.009152622230823172
2025-10-05,0.0010692445447119847
2025-10-04,0.013492917627592985
2025-10-03,0.017636112909058924
2025-10-02,0.038529389407992304
2025-10-01,-0.002495673000291898
2025-09-30,0.019135583125670055
2025-09-29,0.022433697888870507
2025-09-28,-0.0005050808680543746
2025-09-27,0.006829183206768381
2025-09-26,-0.03920745654824241
2025-09-25,0.011523935538344125
2025-09-24,-0.006003741955445578
2025-09-23,-0.022875778329719713
2025-09-22,-0.0035584435609744393
2025-09-21,0.0005160959726948292
2025-09-20,-0.01279808078883773
2025-09-19,0.005903650297425776
2025-09-18,-0.0026318923377027926
2025-09-17,0.0117644047787177
2025-09-16,0.00020537405632958024
2025-09-15,-0.0051614071558390715
2025-09-14,-0.0016332056080045128
2025-09-13,0.00567183966270053
2025-09-12,0.01331596963871686
2025-09-11,0.02153200931436778
2025-09-10,-0.004273242887375839
2025-09-09,0.00800459477640238
2025-09-08,0.008338339062985823
2025-09-07,-0.004101871027946603
2025-09-06,-0.0005651214947209147
2025-09-05,-0.008872563226067583
2025-09-04,0.004677744719203824
2025-09-03,0.018402789665067483
2025-09-02,0.008364883575988174
2025-09-01,-0.004871072643467572
2025-08-31,0.002776835711973373
2025-08-30,-0.03661207713930276
2025-08-29,0.011705709462147317
2025-08-28,-0.005618490365456494
2025-08-27,0.014929521110869405
2025-08-26,-0.028753421508166465
2025-08-25,-0.017140120653864332
2025-08-24,-0.012698729055367963
2025-08-23,0.038564217270488914
2025-08-22,-0.016217972685370185
2025-08-21,0.01298567246600658
2025-08-20,-0.030373864311054568
2025-08-19,-0.011004629780993555
2025-08-18,0.0003541493065845258
2025-08-17,0.0013747569755012778
2025-08-16,-0.009042053107019143
2025-08-15,-0.042618926602367734
